変身,ヘシン
へんしん,ヘシン
橘さん,ダヅィヴァナザン
たちばなさん,ダヅィヴァナザン
俺は,オレァ
おれは,オレァ
貴様を,クサムヲ
きさまを,クサムヲ
ぶっ殺す,ムッコロス
ぶっころす,ムッコロス
何故だ,ンナヅェダァ
なぜだ,ンナヅェダァ
貴様か,クサムカァ
きさまか,クサムカァ
貴様がみんなを,キサマァガミンナウォー
きさまがみんなを,キサマァガミンナウォー
何故かばう,ナデカャール
なぜかばう,ナデカャール
手を出すなよ,ディオバスティオ
てをだすなよ,ディオバスティオ
困るんだ,コバルンタ
こまるんだ,コバルンタ
つるんで,チュルンデ
見ろ,ミド
みろ,ミド
天音ちゃん,ラメネチャン
あまねちゃん,ラメネチャン
アウア,アウア
知るか,シルクヮ
しるか,シルクヮ
です,ディス
決着を,ケッチャコ
けっちゃくを,ケッチャコ
所長,ショチョーオゥッ
しょちょう,ショチョーオゥッ
凄い熱だ,シゴネツダ
すごい熱だ,シゴネツダ
貴様,チサマ
きさま,チサマ
